ID,Video Name,Video URL,Manual Complexity Level
123,A TEST OF WISDOM ðŸ˜‰|| EXPLANATION || GRADE 4 || ENGLISH,https://www.youtube.com/watch?v=qg7kfYGJ33s,hard
149,â€œPoem â€“ The Tygerâ€|| Magic Lantern || Grade 7 || ICSE || CBSE || English,https://www.youtube.com/watch?v=aqe1hBBstaw,hard
97,"5th Grade Math 2.7, Interpret the Remainder in Division",https://www.youtube.com/watch?v=FkRmFMwYcTA,hard
19,Indus Valley Civilization Facts - History of Ancient India | Educational Videos by Mocomi,https://www.youtube.com/watch?v=KhDY4KJuvc0,simple
103,"5th Grade Math 4.6, Model Decimal by Decimal Multiplication",https://www.youtube.com/watch?v=bVxUqES_-LY,hard
4,Paul Revere for Kids,https://www.youtube.com/watch?v=dmwcfaythY4,simple
45,Subtraction of column Vectors  - (Lesson 8 of 16 Mathematics Form 2 Topic Vectors I ),https://www.youtube.com/watch?v=YZif4LMCFDw,simple
21,Lesson 2 - Writing Fractions As Words - (5th Grade Math),https://www.youtube.com/watch?v=SKEmIj-YCPc,simple
32,Microscope (Parts and Functions) | Grade 7 Science DepEd MELC Quarter 2 Module 1,https://www.youtube.com/watch?v=ZEF9mnL9_W0,simple
29,"Lesson 10 - Simplifying Fractions, Part 2 (5th Grade Math)",https://www.youtube.com/watch?v=ZfO4TzfcTc0,simple
192,Cell and battery - Electricity and Circuits | Class 6 Science Chapter 9,https://www.youtube.com/watch?v=2w6BWn5y-sY,n/a
20,01 - Review Of Fraction Concepts - (5th Grade Math),https://www.youtube.com/watch?v=xlK8Smp5Ug8,simple
156,ICT Grade 10 (English Medium) Chapter 1 - (Part 1) -Information and Communication Technology,https://www.youtube.com/watch?v=HndOJzDpIvY,hard
109,"5th Grade Math 7.1, Find a Fractional Part of a Group",https://www.youtube.com/watch?v=7ecCApEIoHI,hard
127,MY AUNT - POEM || REFERENCE GUIDE || ICSE || GRADE 4 || ENGLISH,https://www.youtube.com/watch?v=Zu2nq9_sA_U,hard
65,Articles (Part 1),https://www.youtube.com/watch?v=8mWg9Hymg7k,simple
108,"5th Grade Math 6.10, Use Properties of Addition to Add Fractions",https://www.youtube.com/watch?v=i5QmUTkD-cQ,hard
36,"Biotic & Abiotic Component, Ecological Relationships | Grade 7 Science DepEd MELC Quarter 2 Module 6",https://www.youtube.com/watch?v=IZoIvJEiNaM,simple
94,Ionisation Energy Grade 10,https://www.youtube.com/watch?v=VKt_iaAyRyk,simple
104,"5th Grade Math 5.2, Model Dividing Decimals by Whole Numbers",https://www.youtube.com/watch?v=yIx-yi23Kro,hard
73,How Large Language Models Work,https://www.youtube.com/watch?v=5sLYAQS9sWQ,simple
135,â€œChapter â€“ Finding the Woodâ€|| Reference Guide || Grade 4 || Empowering English || ICSE,https://www.youtube.com/watch?v=FCpKxXzP4nY,hard
119,Simple Electromagnet - (Lesson 7 of 17 - Physics Form 2 - T6 Magnetic Effect of an Electric Current),https://www.youtube.com/watch?v=IWQMvcq1yv0,simple
83,What is a Knowledge Graph?,https://www.youtube.com/watch?v=y7sXDpffzQQ,simple
40,Equivalent vectors - (Lesson 1 of 16 Mathematics Form 2 Topic Vectors I ),https://www.youtube.com/watch?v=tngxz1Jr3ME,simple
38,Visualizing Motion Using Tape Charts & Motion Graphs | Grade 7 Science DepEd MELC Quarter 3 Module 2,https://www.youtube.com/watch?v=ImkN3lC36vA,simple
68,Articles (Part 4),https://www.youtube.com/watch?v=bEE1N5hdrj8,simple
52,Microorganisms - Viruses Around Us | Learn from BYJU'S,https://www.youtube.com/watch?v=_uzHmQdBTBA,simple
98,"5th Grade Math 3.2, Place Value of Decimals, Read/Write Standard, Expanded, Word Forms",https://www.youtube.com/watch?v=Xbi5aqiRoSU,hard
101,"5th Grade Math 3.6, Model Decimal Subtraction",https://www.youtube.com/watch?v=_SbKuvv-Jok,hard
58,Structure of Human Ear | Learn with BYJU'S,https://www.youtube.com/watch?v=MgeSuTAIBKY,simple
151,â€œPoem â€“ If Only I Wereâ€|| Magic Lantern || CBSE || ICSE || English || Grade 7,https://www.youtube.com/watch?v=TjD9Wn-tQ4A,hard
148,"""Chapter 8 â€“ The Ways of the Jungleâ€|| Grade 7 || Magic Lantern || CBSE || ICSE || English",https://www.youtube.com/watch?v=_bnNG1-tiJ0,hard
89,Kinetic Energy Grade 10,https://www.youtube.com/watch?v=dIQznq0k-gw,simple
168,Parliament of Owls Act 4 Plot Summary - EasyElimu,https://www.youtube.com/watch?v=ZglTnYjN5vk,hard
161,Language and Style in Episode 3 of An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=mr3_1Sg7hRY,hard
34,Levels of Biological Organization | Grade 7 Science DepEd MELC Quarter 2 Module 3,https://www.youtube.com/watch?v=ksLh67GPBTc,simple
2,Roman Numerals For Kids,https://www.youtube.com/watch?v=NrnXsKYpLJM,simple
171,Stylistic Devices (Language and Style) in Act 3 of Parliament of Owls - EasyElimu,https://www.youtube.com/watch?v=Vka-AeAp6EM,hard
8,George Washington Carver for Kids,https://www.youtube.com/watch?v=X9Xyw43cC7M,simple
3,Benjamin Franklin for Kids,https://www.youtube.com/watch?v=5LcMXnZfFFY,simple
181,Frequently Asked Questions - Getting to Know Plants | Class 6 Science Chapter 4,https://www.youtube.com/watch?v=oiuTtzMU_k0,n/a
134,â€œChapter â€“ Pandoraâ€™s Boxâ€|| Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=qrHOrYak3xc,hard
63,Parts of Speech: Pronouns (Part 3),https://www.youtube.com/watch?v=GBdZy6TZaNA,simple
117,Magnetic Relay & Circuit Breakers -(Lesson 15 of 17 -Physics Form 2 - Topic 6),https://www.youtube.com/watch?v=izeby2uBVAk,hard
169,Parliament of Owls Theme 5 of 9: Monarchy - EasyElimu,https://www.youtube.com/watch?v=uZVd5ozJUUQ,hard
62,Nouns (Solved Questions),https://www.youtube.com/watch?v=8b8Xi0nYJB0,simple
137,â€œPoem â€“ Louder than a clap of Thunderâ€|| Reference Guide || Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=WCxwnwBaHAs,hard
80,NLP vs NLU vs NLG,https://www.youtube.com/watch?v=1I6bQ12VxV0,simple
159,An Artist of the Floating World Characters and Characterization Episode 4 | EasyElimu,https://www.youtube.com/watch?v=KHQOgRf2oVA,hard
177,Separation of Mixtures - Separation of Substance | Class 6 Science Chapter 3,https://www.youtube.com/watch?v=VGKohJWEBmU,n/a
164,Theme of Marriage Negotiations in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=D9UqUgzUmqU,hard
13,Traits of Civilization,https://www.youtube.com/watch?v=J2exRx5QMRU,simple
174,Loss of Nutrients and Balanced Diet - Components of Food | Class 6 Science Chapter 1,https://www.youtube.com/watch?v=HJlWxUZ4QWU,n/a
112,"5th Grade Math 7.9, Multiply Mixed Numbers",https://www.youtube.com/watch?v=lj6ApYHiaWg,hard
24,Lesson 5 - Finding The GCF Of 3 Numbers - (5th Grade Math),https://www.youtube.com/watch?v=2hWAL_HERag,simple
56,Heredity and Evolution - Evolution and Fossil Fuels,https://www.youtube.com/watch?v=vwnf-x8qHHU,simple
110,"5th Grade Math 7.2, Model Multiplying Fractions & Whole Numbers",https://www.youtube.com/watch?v=bcB7EKRqP9A,hard
142,â€œPoem â€“ An Irish Airman Foresees His Deathâ€|| Magic Lantern || Class 7 || English || ICSE || CBSE,https://www.youtube.com/watch?v=X_Vdsqqt6Jg,hard
35,Types of Reproduction: Sexual and Asexual | Grade 7 Science DepEd MELC Quarter 2 Module 5,https://www.youtube.com/watch?v=9AIBnaow5a0,simple
107,"5th Grade Math 6.2, Model Subtraction with Unlike Denominators",https://www.youtube.com/watch?v=dtGI9E5_0_o,hard
77,What are Transformers (Machine Learning Model)?,https://www.youtube.com/watch?v=ZXiruGOCn9s,simple
139,â€œChapter â€“ The Magic Bowlâ€|| Reference Guide || ICSE || Grade 4 || Empowering English,https://www.youtube.com/watch?v=YdklnHUqvw4,hard
167,Theme of Politicization of Art and Imperialism in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=e-bsMyqa5OM,hard
187,Types Of Motion - Motion and Measurement of Distances | Class 6 Science Chapter 7 |,https://www.youtube.com/watch?v=3A4ZYLI-XDg,n/a
23,Lesson 4 - Finding The Greatest Common Factor - (5th Grade Math),https://www.youtube.com/watch?v=U0-sgUCXHxA,simple
37,Effect of Changes in the Abiotic Factor on Ecosystem | Grade 7 Science DepEd MELC Quarter 2 Module 7,https://www.youtube.com/watch?v=wAPpAxfsars,simple
190,"Pinhole Camera - Lights, Shadows and Reflections | Class 6 Science Chapter 8 |",https://www.youtube.com/watch?v=McZV5VhFn-Y,n/a
78,What is LSTM (Long Short Term Memory)?,https://www.youtube.com/watch?v=b61DPVFX03I,simple
7,Susan B. Anthony for Kids,https://www.youtube.com/watch?v=v23V-cHPpz4,simple
86,Naming Metal and Non metal Grade 10,https://www.youtube.com/watch?v=4kr8EIXgMYk,simple
163,Themes of Disillusionment and Pessimism and Loss and Grief in An Artist of the Floating World,https://www.youtube.com/watch?v=gmsf3mc53ok,hard
95,Are you ready for 5th grade math?,https://www.youtube.com/watch?v=bdBOVJlHtJE,hard
79,What is NLP (Natural Language Processing)?,https://www.youtube.com/watch?v=fLvJ8VdHLA0,simple
75,What are Convolutional Neural Networks (CNNs)?,https://www.youtube.com/watch?v=QzY57FaENXg,simple
0,Plant Parts and Functions for Kids,https://www.youtube.com/watch?v=18amLZ9vfG8,simple
180,Parts of a Flower - Getting to Know Plants | Class 6 Science Chapter 4,https://www.youtube.com/watch?v=BZIGEOX8jms,n/a
22,Lesson 3 - Finding Factors Of Numbers - (5th Grade Math),https://www.youtube.com/watch?v=OWlvooseo_o,simple
128,POEM - THE OLD WIFE AND THE GHOST || REFERENCE GUIDE || GRADE 4 || ENGLISH,https://www.youtube.com/watch?v=yE4nEpP5XlU,hard
143,â€œChapter 12 â€“ Huck and Jim Escapeâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE,https://www.youtube.com/watch?v=CFob4wPisgA,hard
71,Adjectives (Part 2),https://www.youtube.com/watch?v=Q2VPDMelExs,simple
93,Isotopes Grade 10,https://www.youtube.com/watch?v=zU8dXfKkVFg,simple
