Video Name,Video URL,Complexity Level
Column vector - (Lesson 6 of 16 Mathematics Form 2 Topic Vectors I ),https://www.youtube.com/watch?v=GuXXSrj7r4U,simple
Addition of column vectors   - (Lesson 7 of 16 Mathematics Form 2 Topic Vectors I ),https://www.youtube.com/watch?v=E60rkhIffew,simple
Subtraction of column Vectors  - (Lesson 8 of 16 Mathematics Form 2 Topic Vectors I ),https://www.youtube.com/watch?v=YZif4LMCFDw,simple
The Position Vector   - (Lesson 10 of 16 Mathematics Form 2 Topic Vectors I ),https://www.youtube.com/watch?v=-55wnhLysdg,simple
Microorganisms Introduction,https://www.youtube.com/watch?v=sZbRyHOrE9I,simple
"Microorganisms 02 - Bacteria, the Guys Everywhere",https://www.youtube.com/watch?v=vff_-xXJ0Zc,simple
"Microorganisms - Fungi, the Death Lovers",https://www.youtube.com/watch?v=tw4MvuNyaM0,simple
Microorganisms 04 - Creepy Protozoans,https://www.youtube.com/watch?v=RVZLYc46bzk,simple
Microorganisms - Viruses Around Us | Learn from BYJU'S,https://www.youtube.com/watch?v=_uzHmQdBTBA,simple
Tissues,https://www.youtube.com/watch?v=pAuKju6eWJI,simple
Summary on Tissues,https://www.youtube.com/watch?v=fKlsEF9xVUE,simple
Introduction to Heredity and Evolution | Learn with BYJU'S,https://www.youtube.com/watch?v=MqBb44ubESQ,simple
Heredity and Evolution - Evolution and Fossil Fuels,https://www.youtube.com/watch?v=vwnf-x8qHHU,simple
Heredity and Evolution - Human Evolution,https://www.youtube.com/watch?v=P0DQgZSzgyM,simple
Structure of Human Ear | Learn with BYJU'S,https://www.youtube.com/watch?v=MgeSuTAIBKY,simple
The Process of Farming | Learn with BYJU'S,https://www.youtube.com/watch?v=Kxwdt0-wDyo,simple
"General English for GATE, PSUs, and Placements",https://www.youtube.com/watch?v=_8gNaALlD5Y,simple
Parts of Speech: Nouns,https://www.youtube.com/watch?v=rEGircBQASI,simple
Nouns (Solved Questions),https://www.youtube.com/watch?v=8b8Xi0nYJB0,simple
Parts of Speech: Pronouns (Part 3),https://www.youtube.com/watch?v=GBdZy6TZaNA,simple
Pronouns (Solved Questions),https://www.youtube.com/watch?v=6KOe1RHK_UQ,simple
Articles (Part 1),https://www.youtube.com/watch?v=8mWg9Hymg7k,simple
Articles (Part 2),https://www.youtube.com/watch?v=6El9aRj5AVc,simple
Articles (Part 3),https://www.youtube.com/watch?v=F5iLg8O7N4o,simple
Articles (Part 4),https://www.youtube.com/watch?v=bEE1N5hdrj8,simple
Articles (Solved Questions),https://www.youtube.com/watch?v=UOU9mOIDpGg,simple
Adjectives (Part 1),https://www.youtube.com/watch?v=BpoHDCo8RU4,simple
Adjectives (Part 2),https://www.youtube.com/watch?v=Q2VPDMelExs,simple
Five Steps to Create a New AI Model,https://www.youtube.com/watch?v=jcgaNrC4ElU,simple
How Large Language Models Work,https://www.youtube.com/watch?v=5sLYAQS9sWQ,simple
Why Are There So Many Foundation Models?,https://www.youtube.com/watch?v=QPQy7jUpmyA,simple
What are Convolutional Neural Networks (CNNs)?,https://www.youtube.com/watch?v=QzY57FaENXg,simple
What are GANs (Generative Adversarial Networks)?,https://www.youtube.com/watch?v=TpMIssRdhco,simple
What are Transformers (Machine Learning Model)?,https://www.youtube.com/watch?v=ZXiruGOCn9s,simple
What is LSTM (Long Short Term Memory)?,https://www.youtube.com/watch?v=b61DPVFX03I,simple
What is NLP (Natural Language Processing)?,https://www.youtube.com/watch?v=fLvJ8VdHLA0,simple
NLP vs NLU vs NLG,https://www.youtube.com/watch?v=1I6bQ12VxV0,simple
What is Random Forest?,https://www.youtube.com/watch?v=gkXX4h3qYm4,simple
What are Autoencoders?,https://www.youtube.com/watch?v=qiUEgSCyY5o,simple
What is a Knowledge Graph?,https://www.youtube.com/watch?v=y7sXDpffzQQ,simple
Homogenous vs Heterogenous Grade 10,https://www.youtube.com/watch?v=4ZGWxQEYzhI,simple
Naming Metal and Non metal Grade 10,https://www.youtube.com/watch?v=4kr8EIXgMYk,simple
Naming Metal and Non metal Grade 10,https://www.youtube.com/watch?v=AkXIYQusF38,simple
Naming Non Metals Grade 10,https://www.youtube.com/watch?v=GQws_qYdCz8,simple
Kinetic Energy Grade 10,https://www.youtube.com/watch?v=dIQznq0k-gw,simple
Isotopes Grade 10 | Part 1,https://www.youtube.com/watch?v=vgEt7DCYVVo,simple
Periodic Table Grade 10,https://www.youtube.com/watch?v=WRNsXTyeZI0,simple
Lewis Diagrams Grade 10,https://www.youtube.com/watch?v=d2JrfO1mNYU,simple
Isotopes Grade 10,https://www.youtube.com/watch?v=zU8dXfKkVFg,simple
Ionisation Energy Grade 10,https://www.youtube.com/watch?v=VKt_iaAyRyk,simple
Are you ready for 5th grade math?,https://www.youtube.com/watch?v=bdBOVJlHtJE,hard
"5th Grade Math 1.10, Numerical Expressions from Words",https://www.youtube.com/watch?v=eQgoDAsUW7Y,hard
"5th Grade Math 2.7, Interpret the Remainder in Division",https://www.youtube.com/watch?v=FkRmFMwYcTA,hard
"5th Grade Math 3.2, Place Value of Decimals, Read/Write Standard, Expanded, Word Forms",https://www.youtube.com/watch?v=Xbi5aqiRoSU,hard
"5th Grade Math 3.4, Round Decimals Using Place Value or Place-value Chart",https://www.youtube.com/watch?v=y-qf_h_LmY0,hard
"5th Grade Math 3.5, Model Decimal Addition",https://www.youtube.com/watch?v=HQJ8E5kdgbw,hard
"5th Grade Math 3.6, Model Decimal Subtraction",https://www.youtube.com/watch?v=_SbKuvv-Jok,hard
"5th Grade Math 3.11, Word Problem Solving, Add & Subtract Money",https://www.youtube.com/watch?v=MOlyYI6YdH0,hard
"5th Grade Math 4.6, Model Decimal by Decimal Multiplication",https://www.youtube.com/watch?v=bVxUqES_-LY,hard
"5th Grade Math 5.2, Model Dividing Decimals by Whole Numbers",https://www.youtube.com/watch?v=yIx-yi23Kro,hard
"5th Grade Math 5.3, Estimate Decimal Quotients",https://www.youtube.com/watch?v=Jsu0HRcC40k,hard
"5th Grade Math 6.2, Model Subtraction with Unlike Denominators",https://www.youtube.com/watch?v=dtGI9E5_0_o,hard
"5th Grade Math 6.10, Use Properties of Addition to Add Fractions",https://www.youtube.com/watch?v=i5QmUTkD-cQ,hard
"5th Grade Math 7.1, Find a Fractional Part of a Group",https://www.youtube.com/watch?v=7ecCApEIoHI,hard
"5th Grade Math 7.2, Model Multiplying Fractions & Whole Numbers",https://www.youtube.com/watch?v=bcB7EKRqP9A,hard
"5th Grade Math 7.5, Compare Fraction Factors & Products",https://www.youtube.com/watch?v=ntQDtwr12tE,hard
"5th Grade Math 7.9, Multiply Mixed Numbers",https://www.youtube.com/watch?v=lj6ApYHiaWg,hard
"5th Grade Math 8.1, Model to Divide Fractions and Whole Numbers",https://www.youtube.com/watch?v=BA0kznlaVFY,hard
"5th Grade Math 8.2, Word Problem Solving, Use Multiplication for Fraction Division",https://www.youtube.com/watch?v=bi2CLSuTmcs,hard
Moving Coil-Meter & Earpieces - (Lesson 17 of 17 -Physics Form 2 - Topic 6),https://www.youtube.com/watch?v=RdqYqgyaiwI,hard
Magnetic Tape Pick Recorder & Moving Coil Loudspeaker -(Lesson 16 of 17 -Physics Form 2 Topic 6),https://www.youtube.com/watch?v=UNIQ14Fyjjs,hard
Magnetic Relay & Circuit Breakers -(Lesson 15 of 17 -Physics Form 2 - Topic 6),https://www.youtube.com/watch?v=izeby2uBVAk,hard
A Simple DC Motor -(Lesson 14 of 17 -Physics Form 2 -Topic Magnetic Effect of an Electric Current),https://www.youtube.com/watch?v=dHQ1BFuFmxM,hard
Simple Electromagnet - (Lesson 7 of 17 - Physics Form 2 - T6 Magnetic Effect of an Electric Current),https://www.youtube.com/watch?v=IWQMvcq1yv0,simple
Children's Songs Lesson 1 - English Form 4 -Topic 4- Oral Poetry- KCSE Lesson Notes & Videos,https://www.youtube.com/watch?v=THyQ8iJZFck,hard
Oral Poetry -War Poetry Lesson 5 -English Form 4- Topic Oral Poetry- KCSE Lesson Notes & Videos,https://www.youtube.com/watch?v=ghuuJNusnWE,hard
Oral Poetry - Lullabies Lesson 3- English Form 4- Topic Oral Poetry- KCSE Lesson Notes & Videos,https://www.youtube.com/watch?v=5X9VPVt29ks,hard
A TEST OF WISDOM ðŸ˜‰|| EXPLANATION || GRADE 4 || ENGLISH,https://www.youtube.com/watch?v=qg7kfYGJ33s,hard
POEM -ALL THINGS BRIGHT ðŸŒž AND BEAUTIFUL â¤ï¸ || EXPLAINATION || GRADE 4,https://www.youtube.com/watch?v=eyNj6UGFMB4,hard
THE FLATTERED FLYING ðŸª½ FISHðŸŸ || ENGLISH POEM || SUMMARY || Empowering English || Grade 4,https://www.youtube.com/watch?v=h3yrPbid43s,hard
INCREDIBLE SOUTH AMERICA || REFERENCE GUIDE || GRADE 4 ||  EMPOWERING ENGLISH,https://www.youtube.com/watch?v=1UYGhBT9urQ,hard
MY AUNT - POEM || REFERENCE GUIDE || ICSE || GRADE 4 || ENGLISH,https://www.youtube.com/watch?v=Zu2nq9_sA_U,hard
POEM - THE OLD WIFE AND THE GHOST || REFERENCE GUIDE || GRADE 4 || ENGLISH,https://www.youtube.com/watch?v=yE4nEpP5XlU,hard
SPIES || REFERENCE GUIDE || ENGLISH || GRADE 4,https://www.youtube.com/watch?v=qVlF00t1SmQ,hard
â€œPOEM â€“ COLONEL FAZACKERLYâ€ || REFERENCE GUIDE || GRADE 4 || ENGLISH || ICSE,https://www.youtube.com/watch?v=Hd2CqfXkNEQ,hard
â€œPoem â€“ The Blind Boy â€|| Reference Guide || Class 4 || ICSE || English,https://www.youtube.com/watch?v=IBdaVasXf3g,hard
â€œChapter â€“  Ruins in the Forest â€ || Reference Guide || Grade 4 || Empowring English || ICSE,https://www.youtube.com/watch?v=H9dp2kj2ffA,hard
â€œChapter â€“ The Sea Stormâ€|| Reference Guide || Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=JTePlo1_xrw,hard
â€œChapter â€“ Pandoraâ€™s Boxâ€|| Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=qrHOrYak3xc,hard
â€œChapter â€“ Finding the Woodâ€|| Reference Guide || Grade 4 || Empowering English || ICSE,https://www.youtube.com/watch?v=FCpKxXzP4nY,hard
â€œChapter â€“ Mrs. Twitâ€|| Reference Guide || Grade 4 || Empowering English || ICSE,https://www.youtube.com/watch?v=OJEEHLKFqTU,hard
â€œPoem â€“ Louder than a clap of Thunderâ€|| Reference Guide || Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=WCxwnwBaHAs,hard
â€œPoem â€“ Flintâ€|| Reference Guide || ICSE || Empowering English || Grade 4,https://www.youtube.com/watch?v=h-nYNXfNqzE,hard
â€œChapter â€“ The Magic Bowlâ€|| Reference Guide || ICSE || Grade 4 || Empowering English,https://www.youtube.com/watch?v=YdklnHUqvw4,hard
â€œPoem â€“ The Cruel Naughty Boyâ€|| Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=3RpLhmciXuE,hard
â€œPoem â€“ Godfrey Gordon Gustavus Goreâ€|| Reference Guide || Grade 4 || ICSE || Empowering English,https://www.youtube.com/watch?v=L2Wi_SRa1Ws,hard
â€œPoem â€“ An Irish Airman Foresees His Deathâ€|| Magic Lantern || Class 7 || English || ICSE || CBSE,https://www.youtube.com/watch?v=X_Vdsqqt6Jg,hard
â€œChapter 12 â€“ Huck and Jim Escapeâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE,https://www.youtube.com/watch?v=CFob4wPisgA,hard
â€œChapter 11 â€“ Malala =The girl who spoke outâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE,https://www.youtube.com/watch?v=pTa6Q7aizNc,hard
â€œChapter 10 â€“ Little Brotherâ€|| Magic Lantern || Grade 7 || ICSE || CBSE || English,https://www.youtube.com/watch?v=NLT9LGTQzQQ,hard
â€œPoem â€“ Indiaâ€™s Prideâ€|| ICSE || CBSE || Grade 7 || Magic Lantern || English,https://www.youtube.com/watch?v=a2UfamERrE8,hard
"â€œChapter 9 â€“ Corvus, The Intelligent Crowâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE",https://www.youtube.com/watch?v=5LUoVHGHW5o,hard
"""Chapter 8 â€“ The Ways of the Jungleâ€|| Grade 7 || Magic Lantern || CBSE || ICSE || English",https://www.youtube.com/watch?v=_bnNG1-tiJ0,hard
â€œPoem â€“ The Tygerâ€|| Magic Lantern || Grade 7 || ICSE || CBSE || English,https://www.youtube.com/watch?v=aqe1hBBstaw,hard
â€œChapter 7 â€“ My School Daysâ€|| Magic Lantern || CBSE || ICSE || Class 7 || English,https://www.youtube.com/watch?v=0OnqUl9TEds,hard
â€œPoem â€“ If Only I Wereâ€|| Magic Lantern || CBSE || ICSE || English || Grade 7,https://www.youtube.com/watch?v=TjD9Wn-tQ4A,hard
Local Self - Government In Urban Areas: Municipal Bodies || Reference Guide || HISTORY & CIVICS,https://www.youtube.com/watch?v=KiuM_Rl_r8s,hard
â€œChapter 9 â€“ The Rise of Magadhaâ€|| Reference Guide || Grade 6 || History & Civics || ICSE,https://www.youtube.com/watch?v=N8BtUZ8-3y4,hard
â€œCh.8 â€“ Mahavira & Buddhaâ€“ Great Preachersâ€|| ICSE || CBSE || Grade 6 || History & Civics,https://www.youtube.com/watch?v=aJvlfi7F-Xw,hard
â€œCh.7 â€“ The Vedic Ageâ€ || Grade 6 || History & Civics || CBSE || ICSE,https://www.youtube.com/watch?v=igASGXSx8KY,hard
ICT Grade 10 (English Medium) Chapter 1 - (Part 1) -Information and Communication Technology,https://www.youtube.com/watch?v=HndOJzDpIvY,hard
ICT Grade 10 (English Medium) Chapter 1 - (Part 2) -Information and Communication Technology,https://www.youtube.com/watch?v=78n4DdD4vtc,hard
ICT (English medium)- Grade 10 Chapter 2 - (Part 3) -Fundamentals of a computer system.,https://www.youtube.com/watch?v=dANnzmxhlDE,hard
An Artist of the Floating World Characters and Characterization Episode 4 | EasyElimu,https://www.youtube.com/watch?v=KHQOgRf2oVA,hard
Language and Style in Episode 2 of An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=wfXwvXEj3RY,hard
Language and Style in Episode 3 of An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=mr3_1Sg7hRY,hard
The Changing Values in Japan and Intergenerational conflicts in An Artist of the Floating World,https://www.youtube.com/watch?v=oMZKjA6rauo,hard
Themes of Disillusionment and Pessimism and Loss and Grief in An Artist of the Floating World,https://www.youtube.com/watch?v=gmsf3mc53ok,hard
Theme of Marriage Negotiations in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=D9UqUgzUmqU,hard
"Themes of Admiration, Satisfaction and Reassurance; and Religion in An Artist of the Floating World",https://www.youtube.com/watch?v=iLTOU3INkkQ,hard
Themes of Hope and Optimism; and Identity in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=U2CQbGWnje4,hard
Theme of Politicization of Art and Imperialism in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=e-bsMyqa5OM,hard
Parliament of Owls Act 4 Plot Summary - EasyElimu,https://www.youtube.com/watch?v=ZglTnYjN5vk,hard
Parliament of Owls Theme 5 of 9: Monarchy - EasyElimu,https://www.youtube.com/watch?v=uZVd5ozJUUQ,hard
Parliament of Owls Theme 9 of 9: Corruption and Bribery - EasyElimu,https://www.youtube.com/watch?v=W3A3KYmnmyw,hard
Stylistic Devices (Language and Style) in Act 3 of Parliament of Owls - EasyElimu,https://www.youtube.com/watch?v=Vka-AeAp6EM,hard
Stylistic Devices (Language and Style) in Act 4 of Parliament of Owls - EasyElimu,https://www.youtube.com/watch?v=zfGJ7bsNxt0,hard
"Introduction - Lights, Shadows and Reflections - | Class 6 Science Chapter 8",https://www.youtube.com/watch?v=3bOJfnCVFsk,hard
